,intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49
13,-0.25664514,1,13,-0.05330564,0.14646648,-0.27104762,-0.113194376,2.0589874,1.0104166,0.09480026,0.3173467,-0.10173281,-0.07580131,-0.3953183,0.006119371,0.0039213616,-0.16566405,-0.124229155,0.2054445,0.516774,-0.08763965,-0.030920962,0.091621324,-1.098703,-0.21886267,0.54991776,0.007285683,0.0067116944,-2.6296403,0.0063776723,-0.041656144,-0.02627195,0.06480276,-0.13057946,-0.05556226,0.2982601,-0.30288783,0.2917568,-0.048430264,-0.05822555,0.0906091,-0.13669424,0.20288222,0.3665229,-0.48377374,-0.86037594,-0.37439668,-0.1015315,-0.19056056,-0.0144588165,-0.3532844,0.030554019,-0.5861496
14,-0.084552206,1,14,0.6471669,-0.38511956,-0.30740914,0.3201227,-2.3240879,0.3382642,-0.2831178,-1.6884502,-0.01576266,-0.35941437,0.102493644,0.19481874,-0.088502385,-0.31196845,-0.21490996,-0.028621722,-0.024160419,-0.38262263,-0.093325965,0.40598902,-0.6666074,-0.001087899,0.72844976,-2.0579405,-0.0024997052,-2.1355793,-0.026461016,-0.18009831,-0.016708648,0.10280146,-0.7886227,0.9887535,0.53802276,0.15124117,-0.012341164,0.13876864,-0.01887607,0.081615396,-0.105947785,0.45977095,-0.278642,0.14085945,0.11996039,-0.38086233,-0.15604322,0.21132223,-0.05417217,2.5392678,-0.09951786,1.0606645
15,-1.0392231,1,15,2.0800197,0.14679077,0.14611006,1.6306196,-0.009092536,0.09787757,0.2802481,0.031096365,-0.036935307,0.22926128,0.060763597,0.2098991,0.23446459,-0.67331696,-0.4497553,-2.0041611,-0.08643669,0.2962957,-0.08829358,0.2759552,0.19804774,0.69660586,0.016905548,0.12836902,-2.1738822,-0.64311326,-0.05110766,0.14563006,-0.7367096,0.124686904,-0.007328899,1.0364891,2.7808197,0.19153298,0.19449952,-2.8709314,0.15796784,0.6237853,-0.14585699,0.8987573,0.16349086,0.1624086,0.34053928,0.018478088,-0.027321808,0.1339595,-0.14425567,0.22991145,0.20376725,0.029404264
16,0.013118033,1,16,1.118255,-1.3798276,-0.23410408,0.93881327,-0.17634489,-1.091859,-2.3566105,-2.0968623,0.052326944,-1.8537629,-0.5145895,0.32729015,0.35888606,-1.5157828,-0.06945599,-1.2715013,-0.039893374,-0.35700795,-0.62357104,0.19288878,-0.48644882,0.011231462,-0.1337651,-1.1529075,-0.74921715,-1.4588759,-0.37737322,0.017387142,-0.09366422,-3.7611876,-0.3326891,0.05930576,1.101171,0.01130824,-1.0561479,-0.9258955,-0.34295833,0.46366236,-0.018838733,0.47989988,-1.879717,-0.00035031838,0.041048832,-0.11610576,-0.6774729,-0.023630526,-0.25962102,-2.2519608,0.043555696,-0.39911807
17,0.098841645,1,17,0.14975157,-0.77549565,-0.8143129,0.32881796,-1.6752274,-1.1117021,-2.0976036,-0.7946093,-0.10334257,-2.000326,-1.6182771,-0.005567992,0.19554318,0.10160558,-0.005179165,-0.8444975,-0.04583536,-0.33344284,-0.14276396,0.39105216,-2.410642,-0.049545545,-0.014729818,-0.15259051,-0.5994811,-1.7626718,-0.064012736,0.07524411,0.8069327,-1.6467469,-0.5999155,-1.889333,-0.177486,-0.04829285,0.19996086,-0.7432294,-0.2468572,0.5844091,-0.62768674,0.4045358,-2.1456342,-0.027399702,-0.024723338,-0.2655493,0.49778897,-0.08533879,0.24076302,-2.3494675,0.1298511,-2.1792104
18,0.17615224,1,18,-1.5439849,-0.51606536,0.06087239,-1.0706623,-4.0795293,-0.90573996,-0.44286796,-0.38431028,-0.35892755,-0.79789084,-1.4365174,-0.11860176,-0.061176565,0.18603434,0.20509708,-0.058499902,-0.07201571,0.0074383914,0.1611678,-0.42799127,-0.07864843,-1.1238753,-0.14128104,-0.24438654,-0.042442452,-0.28834268,0.01908371,0.21979977,0.20722863,-0.19347054,-0.49287087,-2.0194557,-2.705117,-0.7270357,-0.0427247,-0.107224844,-1.480743,-0.82465655,0.27536455,-0.7923639,-0.8244881,0.033028923,-0.012795786,-0.30172175,0.28841177,-0.58687925,-0.08525114,-1.4559609,0.08019466,-3.2195718
19,-0.42862546,1,19,2.7248993,0.23908357,0.15260537,1.942728,0.018587923,0.15496187,0.21906032,-1.7442083,0.24242584,0.2481131,0.08445725,-0.38568816,-0.6492968,-0.91365224,-0.44642404,0.5169555,-0.026116397,-0.041392494,-0.0018852784,0.7267812,0.18800202,-0.059744116,-0.064969935,0.052056737,0.47879532,0.6452655,-0.075394906,-0.7845536,-0.0005898228,0.18223608,-0.6676769,-0.06609294,3.3792245,0.063590586,0.12931244,-0.472502,-0.5346305,1.0126457,-0.073904045,1.2031741,0.16888772,0.086862795,-0.063526414,-0.256787,0.08882978,-0.07835462,-1.0019517,0.090769164,-0.11457272,0.039096747
20,-0.2993841,1,20,-1.270905,0.040962256,-0.23992416,-0.76341045,0.4213425,-0.17704688,-0.8256065,-0.33232135,0.08250428,-0.23872048,1.7210262,0.027634842,-0.023387007,0.03192588,0.006648534,-0.1137816,-0.13878962,-0.09533904,0.06831891,-0.09954705,-0.2272812,0.0561657,-0.012026785,-0.07729264,-0.088386625,-1.5135117,-0.010862037,-0.0011325803,-0.07890267,-0.30442095,0.80023575,1.2311568,-2.653737,-0.013105198,-0.053065654,-0.014134278,0.93888515,-0.18187472,-0.06315715,-0.23249549,-0.25031954,-0.0067727957,0.03028606,0.047640044,0.08388222,0.050753966,0.064500116,-0.5616969,-0.00036397978,1.595993
21,0.15389697,1,21,-1.148548,0.2531319,-0.028056467,-0.96511334,0.23443896,0.23169248,-0.12330798,-0.40242705,0.3956047,0.4070847,0.00296277,0.055397388,-0.3048687,0.06259567,-0.4602118,0.5267825,0.055560898,0.019471293,-0.21409959,-0.30638832,-0.0407278,0.028247328,-0.67562324,0.08309891,0.3562995,0.06974606,-0.056618918,0.06701041,-0.25406903,0.31479105,-0.072346725,-0.6195727,-1.5091835,-0.026119864,0.052932244,0.11884266,-0.52904063,-0.6782385,-0.44749716,-0.40869263,0.36465418,-0.06813868,-0.4132183,-0.042089824,0.009510295,-0.034828115,-0.1329188,0.29087526,-0.35876474,-0.089992
22,-0.04245979,1,22,-0.36333093,0.124005176,-0.53461546,0.0340587,-0.1439232,0.114485204,0.36318928,-0.18022072,-0.068658695,0.23611358,0.14861059,0.35613304,0.14160398,0.03002212,0.05655043,-1.0492266,0.030493347,-1.0293242,0.16864638,0.4823156,-0.9351124,-0.7285092,0.019880595,0.30986565,-0.88717556,-1.3567944,0.01966057,0.25406912,-3.4173558,0.20104437,-1.7823985,-2.1232414,0.12810707,-0.4279436,-1.571054,0.14175965,-0.39354867,0.48090503,-1.2107824,0.2808151,0.564275,-2.3857257,-0.52910537,-0.8162137,-0.29767793,-1.6474122,0.1201464,-0.011193396,0.19339593,-0.039508276
